pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
TOI-2158 b,TOI-2158,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,8.60077000,0.075000,10.761,0.960,260.61929,0.82000,Mass,1.140000,0.070000,1188,,5673.00,1.41,1.12,0.470,[Fe/H],4.19,8.000,276.8100527,20.5268868,198.4730000,10.8870000,9.0710000,10.6718000
TOI-216.01,TOI-216,1,2,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,34.52552800,0.206900,10.100,0.901,177.98391,0.56000,Mass,0.760000,0.004600,497,,5026.00,0.75,0.77,0.320,[M/H],4.66,,73.9800129,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000
TOI-216.02,TOI-216,1,2,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,17.16073000,0.129300,8.000,0.714,18.75188,0.05900,Mass,0.340000,0.160000,628,,5026.00,0.75,0.77,0.320,[M/H],4.66,,73.9800129,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000
TOI-2180 b,TOI-2180,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,260.79000000,0.828000,11.321,1.010,875.61726,2.75500,Mass,3.320000,0.368300,348,G5,5695.00,1.64,1.11,0.253,[Fe/H],4.06,8.100,277.9436300,56.6506789,116.6850000,9.1620000,7.6040000,9.0113300
TOI-2184 b,TOI-2184,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,6.90683000,,11.400,1.017,206.58846,0.65000,Mass,0.760000,0.080000,1491,,5966.00,2.90,1.53,0.140,[Fe/H],3.70,2.300,100.8331246,-66.9476563,788.3170000,12.2540000,10.4100000,11.8482000
TOI-2193 A b,TOI-2193 A,2,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.12257350,0.033190,19.840,1.770,298.75870,0.94000,Mass,0.060000,0.000000,1763,,5966.00,1.25,1.08,0.027,[Fe/H],4.28,5.500,313.6912320,-72.8046404,337.0640000,11.9760000,10.3830000,11.8135000
TOI-2194 b,TOI-2194,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,15.33759700,,1.989,0.177,4.61000,0.01450,M-R relationship,3.220000,,591,,4756.00,0.69,0.74,-0.372,[m/H],4.70,,299.1563393,-31.3351812,19.5711000,8.4200000,5.8690000,8.0659400
TOI-2196 b,TOI-2196,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.19472680,0.022340,3.510,0.313,26.00000,0.08181,Mass,3.310000,0.000000,1860,G V,5634.00,1.04,1.03,0.140,[Fe/H],4.42,4.500,312.3400744,-70.4850723,259.9470000,12.2970000,10.3460000,11.8259000
TOI-220 b,TOI-220,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.69526400,0.089110,3.030,0.270,13.80000,0.04342,Mass,2.730000,0.032000,805,K0 V,5298.00,0.86,0.83,-0.217,[Fe/H],4.37,10.100,91.7996988,-61.9972098,90.7402000,10.4660000,8.5420000,10.1897000
TOI-2202 b,TOI-2202,1,2,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,11.91010000,0.095640,11.321,1.010,310.83618,0.97800,Mass,1.180000,0.042000,652,K8 V,5144.00,0.79,0.82,0.040,[Fe/H],4.55,7.480,51.2284214,-73.9575458,235.9330000,13.0040000,10.8000000,12.7606000
TOI-2202 c,TOI-2202,1,2,Transit Timing Variations,2021,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,24.67440000,0.155440,13.400,1.190,117.27868,0.36900,Mass,0.268000,0.062200,,K8 V,5144.00,0.79,0.82,0.040,[Fe/H],4.55,7.480,51.2284214,-73.9575458,235.9330000,13.0040000,10.8000000,12.7606000
TOI-2207 b,TOI-2207,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,8.00196800,0.085400,11.153,0.995,203.41018,0.64000,Mass,0.800000,0.174000,1259,,6101.00,1.56,1.30,0.181,[Fe/H],4.16,3.300,307.5966925,-44.8876181,373.3450000,11.3160000,10.1330000,11.3545000
TOI-2236 b,TOI-2236,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.53159020,0.050090,14.370,1.282,502.16888,1.58000,Mass,0.930000,0.000000,1688,,6248.00,1.57,1.34,0.119,[Fe/H],4.17,2.520,20.1660113,-86.9799650,355.5900000,11.6000000,9.9600000,11.2905000
TOI-2257 b,TOI-2257,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,35.18934600,0.145000,2.194,0.196,5.45000,0.01710,M-R relationship,2.840000,0.496000,256,M3,3430.00,0.31,0.33,-0.270,[Fe/H],4.97,,194.7396141,77.6617157,57.7911000,15.2110000,10.6730000,14.1615000
TOI-2260 b,TOI-2260,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.35247280,0.009700,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,,2609,G V,5534.00,0.94,0.99,0.220,[Fe/H],4.62,0.321,247.6669998,49.0467891,101.2510000,10.4740000,8.6840000,10.2488000
TOI-2285 b,TOI-2285,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,27.26955000,0.136300,1.740,0.155,19.50000,0.06135,Mass,,0.300000,284,,3491.00,0.46,0.45,-0.050,[Fe/H],4.77,,332.5632644,58.7060934,42.4090000,13.4030000,9.0340000,12.4314000
TOI-2337 b,TOI-2337,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.99432000,,10.088,0.900,508.52545,1.60000,Mass,2.720000,0.019000,1272,,4780.00,3.22,1.32,0.390,[Fe/H],3.50,4.900,290.6198948,60.8539035,536.0460000,12.5240000,9.6780010,11.8752000
TOI-2338 b,TOI-2338,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,22.65398000,0.158000,11.209,1.000,1900.61387,5.98000,Mass,7.420000,0.676000,799,,5581.00,1.05,0.99,0.220,[Fe/H],4.40,7.000,81.3445824,-34.6682491,313.9960000,12.4830000,10.6640000,12.1856000
TOI-2364 b,TOI-2364,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.01975170,0.048710,8.608,0.768,71.51139,0.22500,Mass,0.610000,0.000000,1091,,5306.00,0.89,0.95,0.344,[Fe/H],4.52,3.500,89.1300265,-5.0120298,219.6140000,12.2340000,10.3630000,12.0921000
TOI-237 b,TOI-237,1,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,5.43609800,0.034100,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,0.000000,388,M4.5 V,3212.00,0.21,0.18,,,5.04,4.500,353.2435381,-29.4164870,38.0749000,16.3700000,10.8960000,14.7540000
TOI-2373 b,TOI-2373,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,13.33668000,0.112000,10.424,0.930,2955.80419,9.30000,Mass,14.400000,0.112000,860,,5651.00,1.10,1.04,0.300,[Fe/H],4.37,5.900,61.6862197,-16.7557546,508.6860000,13.2510000,11.5860000,13.0711000
TOI-2406 b,TOI-2406,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.07668960,0.022800,2.940,0.262,8.96000,0.02820,M-R relationship,1.940000,0.260000,447,M4 V,3100.00,0.20,0.16,-0.380,[Fe/H],5.04,,8.8060544,-3.3720833,55.4190000,,11.8940000,15.6955000
TOI-2411 b,TOI-2411,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.78269420,0.014400,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,,1355,,4099.00,0.68,0.65,,,4.59,,20.9224567,-8.7017944,59.5362000,11.2720000,8.5320000,11.2198000
TOI-2416 b,TOI-2416,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,8.27547900,0.083100,9.864,0.880,953.48522,3.00000,Mass,5.400000,0.320000,1080,,5808.00,1.24,1.12,0.320,[Fe/H],4.30,4.900,57.3389409,-60.7871861,557.7330000,13.0190000,11.5110000,12.8909000
TOI-2421 b,TOI-2421,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.34740320,0.054300,10.368,0.925,105.83686,0.33300,Mass,0.520000,0.000000,1534,,5607.00,1.75,1.13,0.190,[Fe/H],4.00,7.500,33.1540208,-35.3909182,327.9270000,11.4190000,9.6670000,11.1554000
TOI-2427 b,TOI-2427,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.30600110,0.020200,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,,1117,,4072.00,0.65,0.64,,,4.62,,52.2917315,-31.3628665,28.5147000,10.2950000,7.0480000,9.8184500
TOI-244 b,TOI-244,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,7.39722500,0.055900,1.520,0.136,2.68000,0.00843,Mass,4.200000,,458,M2.5 V,3433.00,0.43,0.43,-0.390,[Fe/H],4.66,7.000,10.5697537,-36.7179743,22.0337000,12.8610000,7.9700000,11.5530000
TOI-2443 b,TOI-2443,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,15.66949400,,2.773,0.247,8.11000,0.02550,M-R relationship,2.090000,,601,,4357.00,0.73,0.66,-0.439,[m/H],4.71,,40.1798608,1.1996757,23.9258000,9.5100000,6.5000000,9.0333000
TOI-2445 b,TOI-2445,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.37112810,0.006400,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,,1060,,3333.00,0.27,0.25,,,4.97,,43.3161555,0.0523366,48.5820000,15.6920000,10.7790000,14.3977000
TOI-2459 b,TOI-2459,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,19.10471800,,2.953,0.263,9.03000,0.02840,M-R relationship,1.930000,,445,,4195.00,0.68,0.66,,,4.60,,82.1433321,-39.3730456,36.6113000,10.7720000,7.5740000,10.1652000
TOI-2497 b,TOI-2497,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.65566900,0.116600,11.142,0.994,1531.93292,4.82000,Mass,6.100000,0.195000,1595,,7360.00,2.36,1.86,0.094,[Fe/H],3.96,1.000,90.0625878,11.8840577,285.2890000,9.5470000,8.4860000,9.4724400
TOI-2498 b,TOI-2498,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.73825200,0.049100,6.060,0.541,34.62000,0.10893,Mass,0.860000,0.089000,1443,,5905.00,1.26,1.12,0.167,[Fe/H],4.30,3.600,95.4162204,11.2516477,275.2650000,11.1960000,9.9330000,11.2677000
TOI-251 b,TOI-251,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.93777000,0.057410,2.740,0.244,317.83000,1.00000,Mass,,0.000000,1041,,5875.00,0.88,1.04,-0.106,[Fe/H],4.56,0.180,353.0620655,-37.2558629,99.5230000,9.8870000,8.4260000,9.7541100
TOI-2524 b,TOI-2524,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,7.18585000,0.073000,11.209,1.000,203.41018,0.64000,Mass,0.790000,0.000000,1100,,5831.00,1.12,1.01,0.060,[Fe/H],4.34,6.700,160.8868435,-1.9126984,438.8420000,12.8000000,11.1980000,12.6225000
TOI-2525 b,TOI-2525,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,23.28560000,0.151100,8.676,0.774,26.69759,0.08400,Mass,0.225000,0.170000,513,K8 V,5096.00,0.79,0.85,0.140,[Fe/H],4.58,3.990,86.8509737,-60.5213081,395.3980000,14.2160000,11.9050000,14.0120000
TOI-2525 c,TOI-2525,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,49.25190000,0.249000,10.133,0.904,208.81326,0.65700,Mass,1.110000,0.157000,400,K8 V,5096.00,0.79,0.85,0.140,[Fe/H],4.58,3.990,86.8509737,-60.5213081,395.3980000,14.2160000,11.9050000,14.0120000
TOI-2545 b,TOI-2545,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,7.99403700,,2.750,0.245,8.00000,0.02520,M-R relationship,2.110000,,1023,,5846.29,1.25,1.06,-0.273,[M/H],4.27,,135.5458029,-3.4208194,107.1180000,9.5210000,8.0600000,9.2949000
TOI-2567 b,TOI-2567,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,5.98394400,0.067200,10.929,0.975,63.88351,0.20100,Mass,0.269000,0.000000,1352,,5611.00,1.69,1.13,0.241,[Fe/H],4.04,7.600,288.4656683,66.3479375,504.7750000,12.3000000,10.7170000,12.2213000
TOI-257 b,TOI-257,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,18.38818000,0.152800,7.163,0.639,43.86032,0.13800,Mass,0.650000,0.000000,1027,,6095.00,1.87,1.41,0.175,[Fe/H],4.04,,47.5172608,-50.8322632,76.9028000,7.5700000,6.2560000,7.4165300
TOI-2570 b,TOI-2570,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.98876150,0.041450,13.641,1.217,260.61929,0.82000,Mass,0.563000,0.000000,1431,,5771.00,1.09,1.06,0.191,[Fe/H],4.38,4.400,87.1880397,32.0840435,361.8570000,12.5690000,10.9050000,12.4599000
TOI-2583 A b,TOI-2583 A,2,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.52072650,0.057100,14.460,1.290,79.45710,0.25000,Mass,0.144000,0.000000,1456,,5936.00,1.48,1.22,0.158,[Fe/H],4.18,4.400,272.2670293,45.3368996,566.1890000,12.5860000,11.2450000,12.4592000
TOI-2587 A b,TOI-2587 A,2,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,5.45664000,0.063500,12.072,1.077,69.28659,0.21800,Mass,0.216000,0.000000,1445,,5760.00,1.73,1.15,0.130,[Fe/H],4.02,6.700,115.9317105,-1.0733330,373.6750000,11.5440000,9.9910000,11.4079000
TOI-2589 b,TOI-2589,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,61.62770000,0.300000,12.106,1.080,1112.39942,3.50000,Mass,3.450000,0.522000,592,,5579.00,1.07,0.93,0.120,[Fe/H],4.35,11.000,107.4881501,-37.2309480,200.2730000,11.4150000,9.6320000,11.1958000
TOI-262 b,TOI-262,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,11.14529000,0.163000,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,,584,K0 V,5310.00,0.85,0.91,0.260,[Fe/H],4.54,0.800,32.5346870,-31.0706272,43.9320000,8.9100000,6.9670000,8.6685900
TOI-2641 b,TOI-2641,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.88097400,0.060700,18.103,1.615,122.68177,0.38600,Mass,0.092000,0.180000,1387,F9 V,6100.00,1.34,1.16,-0.150,[Fe/H],4.20,10.800,171.1303716,-42.7321394,344.0450000,11.6930000,10.3250000,11.5712000
TOI-2669 b,TOI-2669,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,6.20340000,,19.728,1.760,193.87533,0.61000,Mass,0.139000,0.090000,1226,,4800.00,4.10,1.19,0.100,[Fe/H],3.29,5.900,134.7226445,-13.3125792,393.4430000,10.9160000,8.4920000,10.6019000
TOI-269 b,TOI-269,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.69771040,0.034500,2.770,0.247,8.80000,0.02769,Mass,2.280000,0.425000,531,M2 V,3514.00,0.40,0.39,-0.290,[Fe/H],4.83,,75.8462827,-54.1777213,57.0225000,14.3700000,10.1000000,13.4258000
TOI-270 b,TOI-270,1,3,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.36015380,0.031970,1.206,0.108,1.58000,0.00497,Mass,4.970000,0.034000,581,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,,68.4160804,-51.9573937,22.4793000,12.6030000,8.2510000,11.6306000
TOI-270 c,TOI-270,1,3,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,5.66057310,0.045260,2.355,0.210,6.15000,0.01935,Mass,2.600000,0.027000,488,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,,68.4160804,-51.9573937,22.4793000,12.6030000,8.2510000,11.6306000
TOI-270 d,TOI-270,1,3,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,11.37957300,0.072100,2.133,0.190,4.78000,0.01504,Mass,2.720000,0.032000,387,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,,68.4160804,-51.9573937,22.4793000,12.6030000,8.2510000,11.6306000
TOI-277 b,TOI-277,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.99400000,0.026900,2.650,0.236,7.51000,0.02360,M-R relationship,2.220000,,588,,4031.00,0.36,0.16,-0.010,[Fe/H],4.58,,19.0766985,-20.9532772,64.6692000,13.6320000,9.5570000,12.7896000
TOI-2796 b,TOI-2796,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.80849830,0.056900,17.262,1.540,139.84450,0.44000,Mass,0.150000,0.000000,1205,,5764.00,1.07,1.06,0.239,[Fe/H],4.40,4.000,84.1527191,0.8962788,350.3430000,12.4750000,10.9360000,12.3642000
TOI-2803 A b,TOI-2803 A,2,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.96229325,0.031850,18.114,1.616,309.88270,0.97500,Mass,0.287000,0.000000,1893,,6280.00,1.25,1.12,-0.105,[Fe/H],4.30,3.700,93.1147397,-23.4924956,494.8180000,12.5370000,11.2820000,12.4272000
TOI-2818 b,TOI-2818,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.03970900,0.049300,15.278,1.363,225.65817,0.71000,Mass,0.340000,0.000000,1376,,5721.00,1.23,0.98,-0.020,[Fe/H],4.25,9.500,119.0598183,-35.1167104,312.6740000,11.9370000,10.4030000,11.8367000
TOI-2842 b,TOI-2842,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.55140580,0.047500,12.845,1.146,117.59651,0.37000,Mass,0.304000,0.000000,1471,,5910.00,1.27,1.14,0.233,[Fe/H],4.29,4.700,108.0442066,-10.6393400,460.9950000,12.5900000,11.0620000,12.4636000
TOI-2977 b,TOI-2977,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.35056140,0.033860,13.159,1.174,533.95172,1.68000,Mass,1.280000,0.000000,1544,,5691.00,1.07,0.94,0.013,[Fe/H],4.35,9.800,143.9265177,-60.3574758,,12.6334000,10.6660000,12.4443000
TOI-3023 b,TOI-3023,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.90149710,0.050500,16.432,1.466,197.05361,0.62000,Mass,0.245000,0.000000,1596,,5760.00,1.67,1.12,0.085,[Fe/H],4.05,7.000,165.3158231,-72.3567044,389.9160000,12.2520000,10.2430000,12.0336000
TOI-3082 b,TOI-3082,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.92690700,,3.662,0.327,13.00000,0.04090,M-R relationship,1.450000,,1033,,4263.00,0.68,0.66,0.170,[m/H],4.62,,195.9080719,-19.2189845,113.0480000,12.9340000,9.8810000,12.5313000
TOI-3235 b,TOI-3235,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.59261842,0.027090,11.400,1.017,211.35589,0.66500,Mass,0.780000,0.029000,604,M V,3388.80,0.37,0.39,0.264,[Fe/H],4.90,,207.4738488,-46.0665139,72.8110000,15.1600000,10.8190000,14.4858000
TOI-332 b,TOI-332,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.77703800,0.015900,3.200,0.285,57.20000,0.17997,Mass,9.600000,0.000000,1871,K0 V,5251.00,0.87,0.88,0.256,[Fe/H],4.46,5.000,348.0589516,-44.8764852,222.8520000,12.3490000,10.3150000,12.0630000
TOI-3331 A b,TOI-3331 A,2,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.01802310,0.031440,12.980,1.158,721.47048,2.27000,Mass,1.820000,0.000000,1488,,5609.00,0.95,1.02,0.148,[Fe/H],4.49,2.100,271.3241672,-34.1071710,217.1930000,11.6350000,9.9140000,11.8314000
TOI-3362 b,TOI-3362,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,18.09547000,0.153000,12.801,1.142,1598.35906,5.02900,Mass,4.190000,0.815000,688,,6532.00,1.83,1.45,0.017,[M/H],4.07,2.140,155.9841428,-56.8431169,366.9870000,10.8600000,9.6930000,10.7051000
TOI-3364 b,TOI-3364,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,5.87689180,0.067500,12.229,1.091,530.77344,1.67000,Mass,1.600000,0.000000,1264,,5706.00,1.42,1.19,0.387,[Fe/H],4.21,5.400,144.5377709,-49.3352226,277.8990000,11.8750000,9.7830000,11.2945000
TOI-3540 A b,TOI-3540 A,2,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.11999900,0.042890,23.539,2.100,375.03752,1.18000,Mass,0.065000,0.000000,1498,,5810.00,1.23,1.08,0.176,[Fe/H],4.29,6.000,328.9113712,28.1794996,,11.5140000,9.7840000,11.4036000
TOI-3629 b,TOI-3629,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.93655100,0.043000,8.295,0.740,82.63539,0.26000,Mass,0.800000,0.050000,690,M1,3870.00,0.60,0.63,0.400,[Fe/H],4.67,7.000,359.7933851,39.3142556,130.0910000,14.6390000,10.5530000,13.8375000
TOI-3688 A b,TOI-3688 A,2,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.24607500,0.045600,13.081,1.167,311.47184,0.98000,Mass,0.760000,0.000000,1534,,5950.00,1.30,1.20,0.262,[Fe/H],4.29,3.300,39.2823371,54.8512152,396.3780000,12.2410000,10.7320000,12.3686000
TOI-3693 b,TOI-3693,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,9.08851600,0.081300,12.599,1.124,324.18498,1.02000,Mass,0.890000,0.000000,801,,5321.00,0.79,0.87,0.071,[Fe/H],4.58,3.000,15.6543938,51.3038918,176.4360000,11.9480000,10.1510000,11.9579000
TOI-3714 b,TOI-3714,2,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.15484900,0.027000,11.321,1.010,222.47988,0.70000,Mass,0.850000,0.030000,750,M2,3660.00,0.51,0.53,0.100,[Fe/H],4.75,2.900,69.5523415,39.4580035,112.7100000,15.7000000,10.8520000,14.3107000
TOI-3757 b,TOI-3757,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.43875300,0.038450,12.000,1.071,85.30000,0.26838,Mass,0.270000,0.140000,759,M0 V,3913.00,0.62,0.64,0.000,[Fe/H],4.68,7.100,91.0036423,55.0199793,181.1390000,14.8120000,11.1520000,14.1321000
TOI-3785 b,TOI-3785,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.67473730,0.043000,5.140,0.459,14.95000,0.04704,Mass,0.610000,0.110000,582,M2 V,3576.00,0.50,0.52,0.099,[Fe/H],4.75,8.000,130.9002258,63.0780768,79.7634000,14.5950000,10.1650000,13.6559000
TOI-3807 b,TOI-3807,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.89897270,0.042100,18.495,1.650,330.54154,1.04000,Mass,0.289000,0.000000,1646,,5772.00,1.47,1.18,0.278,[Fe/H],4.17,5.600,139.1125648,69.0741284,421.7450000,11.8560000,10.6170000,12.0338000
TOI-3819 b,TOI-3819,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.24431410,0.046110,13.137,1.172,352.78953,1.11000,Mass,0.850000,0.000000,1633,,5859.00,1.54,1.24,0.273,[Fe/H],4.16,4.500,121.8632568,29.3886446,558.1410000,12.5420000,11.0770000,12.4130000
TOI-3884 b,TOI-3884,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.54456970,0.035400,6.000,0.535,16.50000,0.05191,Mass,0.424000,0.320000,463,M4,3269.00,0.30,0.28,0.230,[Fe/H],4.92,,181.5718341,12.5070258,43.1448000,15.7440000,10.2400000,14.2747000
